question_id,method,hop_count,hop_prefix,question,answer,gold_answer,em,f1,hit_at_k,recall_at_k,all_recall_at_k,mrr,precision_at_k,ndcg_at_k,contexts
3hop1__135659_87694_124169,No-RAG,3,3hop1,"When was the end of the Governor of the city containing the head of Catholicism, and the Basilica named for the saint who the Mantua Cathedral is also named for?",I don't know.,1952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__607269_467331_162182,No-RAG,3,3hop2,In what region of the country where Ha Hoa is located is the city where Zone 5 Military Museum is found?,I don't know.,South Central Coast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__73796_87694_64412,No-RAG,3,3hop1,When did the location of the basilica named after the apostle crucified upside down become its own country?,I don't know.,11 February 1929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__516535_834494_33939,No-RAG,3,3hop1,"In 1900, what was the population of the city in the same county as Allen?",I don't know.,"7,531",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__107195_160713_77246,No-RAG,3,3hop1,What is the meaning in the Arabic dictionary of the word which also refers to the majority religion of what became India when the country whose business news is covered by Corporate Corridor was created?,Islam,the country of India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__268450_503371_21711,No-RAG,3,3hop1,When was the Palau de la Generalitat built in the city in which died the man called Martin of the region of Spain where Berdejo is located?,I don't know.,built in the 15th century,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__304722_796034_63959,No-RAG,3,3hop2,When was the last time the sports team employing Winston Foster beat the 1894-95 FA Cup winner?,I don't know.,1 December 2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__857_846_7795,No-RAG,3,3hop1,"In 2011, what was the estimated population of the city where the Yongle emperor greeted the person to whom the edict was addressed?",I don't know.,8.11 million,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__127821_157828_162309,No-RAG,3,3hop1,When did the country using Olivera Marković's native language as one of its official languages first have its own Olympic team?,I don't know.,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__497845_629431_124169,No-RAG,3,3hop1,On what date did the Governor of the place of death of Princeps Pastorum's author end?,I don't know.,1952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__135793_87694_64412,No-RAG,3,3hop1,When did the location of the basilica named after the same saint at San Pietro in Ciel d'Oro become its own country?,I don't know.,11 February 1929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__809962_89048_66294,No-RAG,3,3hop2,Who played the man named identically to the singer of Is She Really Going Out With Him in the movie about the composer of Speechless?,I don't know.,Lawrence Hilton - Jacobs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__139862_2053_52946,No-RAG,3,3hop1,"When is Celebrity Big Brother coming to the network which, along with ABC and the network which broadcasted Highway to Heaven, is the other major broadcaster based in NY?",I don't know.,"February 7, 2018",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__132957_132967_40768,No-RAG,3,3hop2,"When did the maker of the Acura Legend, the company that built Daihatsu Boon, and Nissan open US assembly plants?",1986,1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__699507_792411_51423,No-RAG,3,3hop1,What is the name of the castle in the place where the performer of Dragon Dreams was born?,I don't know.,Casa Loma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__131110_39743_24526,No-RAG,3,3hop1,"In the state that includes Walnut Spring, what's the typical winter daytime temperature range in the region of Richmond?",I don't know.,upper 40s–lower 50s °F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__595371_40769_64047,No-RAG,3,3hop1,When did the RX 350 from the Scion xB manufacturer's luxury division change body style?,I don't know.,Sales began worldwide in April 2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__147225_30587_83479,No-RAG,3,3hop1,What was Germany's goal in the Battle of the ocean adjacent to the city Herbert Saffir died in?,I don't know.,to stem the flow of merchant shipping that enabled Britain to keep fighting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__707569_228453_10972,No-RAG,3,3hop1,When did the headquarters city of the Fireball Cinnamon Whiskey manufacturer elect its first black mayor?,I don't know.,1970s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__695430_831637_91775,No-RAG,3,3hop1,What does SEAL stand for in the military group that is part of the branch that operates the USS Chillicothe?,"SEAL stands for Sea, Air, Land.","Sea, Air, and Land",0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__68802_89752_49923,No-RAG,3,3hop1,How many counties are there in the largest state in the region where the film The Family Stone was set?,I don't know.,sixteen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__781093_467331_162182,No-RAG,3,3hop2,In what region of the country where Lam Thao is located is the city where the Zone 5 Military Museum can be found?,I don't know.,South Central Coast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__857_846_7791,No-RAG,3,3hop1,How many parties rule the city where the Yongle emperor greeted the person to whom the edict was addressed?,I don't know.,one-party,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__20335_82856_9331,No-RAG,3,3hop2,"What dissolved the privileges in Poland of the empire that helped the patriots during the Revolutionary War, the Kingdom that acquired some Thuringian territory in 1815, and the Habsburg Monarchy?",Napoleonic Wars,March Constitution of Poland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__346812_15840_36002,No-RAG,3,3hop1,What were the Genesis's advantages over the platform that plays Drac's Night Out?,I don't know.,built on 16-bit architectures and offered improved graphics and sound,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__144439_443779_52195,No-RAG,3,3hop1,who is the president of newly declared independent country of the country of the birthplace of Mulham Arufin–Timor Leste Commission of Truth and Friendship?,I don't know.,Francisco Guterres,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__326964_263934_7713,No-RAG,3,3hop2,How long had the place of birth of Tang Jinhua been the capital city of the Yaxing Coach headquarters location?,I don't know.,about 400 years,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__395211_503371_21711,No-RAG,3,3hop1,When was the Palau de la Generalitat constructed in the city where Martin from where Mianos is located died?,I don't know.,built in the 15th century,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__773623_87694_124169,No-RAG,3,3hop1,On what date did Governor of the location of the Basilica named after the same saint as Đakovo Cathedral and the head of the catholic religion end?,I don't know.,1952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__765847_831637_91775,No-RAG,3,3hop1,What does SEAL stand for in the branch of military that operates USS Mahan?,SEAL stands for Special Operations Forces SEAL Team.,"Sea, Air, and Land",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__836699_15840_36002,No-RAG,3,3hop1,What were the Genesis's advantages over the platform of the game Nightshade?,I don't know.,built on 16-bit architectures and offered improved graphics and sound,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__622145_42197_18397,No-RAG,3,3hop1,Where did the arguer that Boris Lagutin's country of citizenship had become an imperialist power declare he would intervene in the Korean conflict?,I don't know.,the Politburo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__139773_88110_77129,No-RAG,3,3hop1,"What was the first OS to support the Hyper-V protocol, developed by the company that the letters MS stand for, in the network where The Rachel Maddow Show is found?",I don't know.,Windows 8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__127483_91678_10557,No-RAG,3,3hop2,What was the language Auctor comes from during the era of the man crowned first Holy Roman Emperor later known as?,Latin,Medieval Latin,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__23058_20608_36327,No-RAG,3,3hop1,What did Bloomberg name the country formerly known as the region where the Spanish and Portuguese took most of their slaves from?,Nigeria,top emerging market economy in Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__462125_538202_84283,No-RAG,3,3hop1,Who is the owner of the record label that the performer of Days of Our Lives is on?,I don't know.,Warner Music Group,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__156850_90098_10557,No-RAG,3,3hop2,"What was the version of the language where the last name Sylvester originates, used in the era of Fastrada's spouse, later known as?",I don't know.,Medieval Latin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__106842_30645_84681,No-RAG,3,3hop2,When did the people who first settled the Delaware Valley come to the country which produced the show @Seven?,I don't know.,13 December 1642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__782397_223623_162182,No-RAG,3,3hop2,In what region of Phu Luong's country is John Phan's birthplace located?,I don't know.,South Central Coast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__823336_228453_86925,No-RAG,3,3hop1,What is the symbol of the Saints from the headquarters location of Ten High's manufacturer called?,I don't know.,fleur - de-lis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__668732_223623_162182,No-RAG,3,3hop2,In what region of the country where An Phu is located is John Phan's birthplace?,I don't know.,South Central Coast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__31995_24918_24939,No-RAG,3,3hop1,The leader visiting where Steven Spielberg's grandparents are from met with whom on November 22?,I don't know.,Pope John Paul II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__280834_547811_41132,No-RAG,3,3hop1,How many times did plague occur in the place where Bajazet's composer was born?,I don't know.,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__773338_42197_18397,No-RAG,3,3hop1,Where did the arguer that Yuri Bogatyryov's country of citizenship had become an imperialist power declare he would intervene in the Korean conflict?,I don't know.,the Politburo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__140554_2053_5289,No-RAG,3,3hop1,"What label was bought by the company which, along with ABC and the network which hosts Westinghouse Playhouse, is the other major broadcaster based in NY?",CBS Records,Oriole Records.,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__354480_834494_34088,No-RAG,3,3hop1,Where do they hold NASCAR races in the city that is in the same county as the Eric Marcus Municipal Airport?,I don't know.,Tucson Raceway Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__89048_228_66294,No-RAG,3,3hop2,Who played who sang is she really going out with him in the who influenced Beyonce movie?,I don't know.,Lawrence Hilton - Jacobs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__103662_443779_52195,No-RAG,3,3hop1,Who is the president of the newly declared independent country that is part of the Commission of Truth and Friendship with Radiansyah's birth country?,I don't know.,Francisco Guterres,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__857_846_7877,No-RAG,3,3hop1,Who many major sports centers are located in where the Yongle Emporer did great who the edict was addressed to?,I don't know.,two,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__140554_2053_52946,No-RAG,3,3hop1,"When is Celebrity Big Brother coming to the network which, along with ABC and the network which hosts Westinghouse Playhouse, is the other major broadcaster based in NY?",I don't know.,"February 7, 2018",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__837871_831637_91775,No-RAG,3,3hop1,What does seal stand for in the operator of the list of destroyer classes of the operator of the USS Tringa seals?,I don't know.,"Sea, Air, and Land",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__480375_709625_84283,No-RAG,3,3hop1,Who is the owner of the record label of the Please Remember Me performer?,I don't know.,Warner Music Group,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__132957_595371_40768,No-RAG,3,3hop2,"When did the maker of the Acura Legend, the manufacturer of the Scion xB, and Nissan, open US assembly plants?",I don't know.,1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__346812_15840_36014,No-RAG,3,3hop1,What was Nintendo's limit on games per developer per year on the platform that plays Drac's Night Out?,I don't know.,five,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__831162_831637_91775,No-RAG,3,3hop1,What does SEAL stand for in the military group that is part of the military branch that operates USS Dour?,"SEAL stands for Sea, Air, Land.","Sea, Air, and Land",0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__373866_5189_63702,No-RAG,3,3hop1,When did the U.S. and the country in effective control of political and military functions of the group the People's Socialist Republic of Albania was a member of become allies?,I don't know.,June 1941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__617062_127905_80286,No-RAG,3,3hop1,Who has the most hits in the history of the organization that includes the team Jim Wilson was released by?,I don't know.,Pete Rose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__222979_380281_40768,No-RAG,3,3hop2,"When did the team that John Surtees is a member of, the owner of Scion, and Nissan open US assembly plants?",I don't know.,1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__140786_2053_5289,No-RAG,3,3hop1,"What UK label was bought by the major broadcaster that, along with ABC and the network of the show Just Men!?, is based in New York?",I don't know.,Oriole Records.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__354480_834494_34053,No-RAG,3,3hop1,What was the wettest year for the city within the county that houses Eric Marcus Municipal Airport?,I don't know.,1905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__86965_488922_4093,No-RAG,3,3hop1,What is the term for the prime minister in the country where legislators are elected for six year terms?,I don't know.,Wazir-e-Azam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__93066_88342_90766,No-RAG,3,3hop2,When was the last time the winner of the American League East in 2017 met the Dodgers in the event after which the MLB MVP award is given out?,I don't know.,1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__671542_651917_47686,No-RAG,3,3hop1,Where do greyhound buses leave from in the city where the performer of Darlings was born?,I don't know.,Toronto Coach Terminal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__186307_503371_21711,No-RAG,3,3hop1,When was the Palau de la Generalitat constructed in the city where Martin from where Jaulin is located died?,I don't know.,built in the 15th century,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__527372_339990_54675,No-RAG,3,3hop1,"What mountains can you see from Portland, in the state with the county that contains Fester Hollow?",I don't know.,Tualatin Mountains,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__818422_160545_34751,No-RAG,3,3hop1,What year did the country where the place of birth of Beatrice Heuser is located form an alliance with Japan?,I don't know.,1941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__802066_223623_162182,No-RAG,3,3hop2,"In what region of the country where Châu Đức is found, is the birthplace of John Phan?",I don't know.,South Central Coast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__66872_709625_84283,No-RAG,3,3hop1,Who owns the record label of the Till I Can Gain Control Again songwriter?,I don't know.,Warner Music Group,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__304722_781203_63959,No-RAG,3,3hop2,When was the last time the team who Bernard Lowe was a member of beat the winner of the 1894-95 FA Cup?,I don't know.,1 December 2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__14777_8533_9331,No-RAG,3,3hop2,"What dissolved privileges in Poland held by the empire that used Pan-Slavism as a tool, the leader of the North German Confederation during the Franco-Prussian War, and the Habsburg Monarchy?",Austria-Hungary,March Constitution of Poland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__132957_132798_40768,No-RAG,3,3hop2,"When did the make of Acura Legend, the company that made toyopet Master and Nissan open US assembly plants?",1982,1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__835193_160713_77246,No-RAG,3,3hop1,In the Arabic dictionary what is the meaning of the word that also refers to the majority religion in India when the country containing Attabad was created?,I don't know.,the country of India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__105126_443779_52195,No-RAG,3,3hop1,Who is the president of the newly declared independent country part of the Commission of Truth and Friendship with the country where Gado-gado is found?,I don't know.,Francisco Guterres,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__152880_131926_89261,No-RAG,3,3hop1,Where does the body of water by the city that Astronautalis is from empty into the gulf of Mexico?,I don't know.,the Mississippi River Delta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__524212_831637_91775,No-RAG,3,3hop1,What does SEAL stand for in the military group that is part of the branch that operates the USS Askari?,"SEAL stands for Sea, Air, Land.","Sea, Air, and Land",0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__132957_133264_40768,No-RAG,3,3hop2,"When did Nissan, the Acura Legend maker and the Scion Fuse manufacturer open US assembly plants?",I don't know.,1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__31398_2130_2232,No-RAG,3,3hop2,"What franchise of the pro soccer organization headquartered in New York, is based in the city that produced the album considered the true portrait of the No Wave movement?",Red Bull Salzburg,New York City FC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__820301_720914_27537,No-RAG,3,3hop1,Why did Roncalli leave the place where Crucifixion's creator died?,I don't know.,for the conclave in Rome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__662413_42197_18397,No-RAG,3,3hop1,Where did the arguer that Kirill Eskov's country of citizenship had become an imperialist power declare he would intervene in the Korean conflict?,I don't know.,the Politburo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__326964_7707_7713,No-RAG,3,3hop2,How long had the city considered the nominal capitol of the Republic of China been the capitol city of Yaxing Coach's headquarters location?,I don't know.,about 400 years,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__64957_87694_64412,No-RAG,3,3hop1,When did the city that contains the basilica named after the saint who is holding a knife in the last supper become a country?,I don't know.,11 February 1929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__145427_106426_77199,No-RAG,3,3hop1,When did the USA declare war on the country that produced The Longest Night in the city where You Wenhui was born?,I don't know.,"December 8, 1941",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__756602_831637_91775,No-RAG,3,3hop1,What does seal stand for in the U.S. military branch that operates a list of destroyer classes as well as the USS Jason?,"Seal stands for Naval Special Warfare Development Group. However, this doesn't directly relate to the USS Jason or destroyer classes. The term ""Seal"" refers to members of the United States Navy SEALs.","Sea, Air, and Land",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__6362_14336_21111,No-RAG,3,3hop1,The population of the country that worked with the outfit behind Man in Space Soonest numbers how much?,I don't know.,6 million,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__816887_127905_80286,No-RAG,3,3hop1,Who has the most hits in the league of the team that Dick Aylward plays for?,I don't know.,Pete Rose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__241085_42197_18397,No-RAG,3,3hop1,Where did the arguer that Yekaterina Fesenko's country of citizenship had become an imperialist power declare he would intervene in the Korean conflict?,I don't know.,the Politburo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__487301_443779_52195,No-RAG,3,3hop1,Who is the president of newly declared independent country part of the Commission of Truth and Friendship with the country where Kaimana is located?,I don't know.,Francisco Guterres,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__146155_131905_41948,No-RAG,3,3hop1,"Besides the body of water by the city where Nicolaus Schuback died and the Irish Channel, what else was lowered in the last cold phase?",Ice sheets,English Channel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__315504_629431_124169,No-RAG,3,3hop1,When was the end date for the position of Governor of the place where the author of Mater et Magistra died?,I don't know.,1952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__351696_42197_18397,No-RAG,3,3hop1,Where did the person who argued that the country where Ural Oblast is located had become an imperialist power declare he would intervene in the Korean conflict?,I don't know.,the Politburo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__617062_127905_89859,No-RAG,3,3hop1,When does the sport which has Jim Wilson's Cleveland team as a member start the regular season?,I don't know.,"March 29, 2018",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__178435_547811_41132,No-RAG,3,3hop1,How many times did plague occur in the birthplace of the composer of Gloria in D Major?,I don't know.,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__255970_831637_91775,No-RAG,3,3hop1,The military unit that operates destroyers and once had a ship named the USS Sanderling has a force called the seals. What does seal stand for?,"SEALs stands for Sea, Air, Land.","Sea, Air, and Land",0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__504362_443779_52195,No-RAG,3,3hop1,Who is the president of the new country that jointly established a Commission of Truth and Friendship with the country that Solor is a part of?,I don't know.,Francisco Guterres,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__140345_2053_52946,No-RAG,3,3hop1,"When is Celebrity Big Brother coming to the network which, along with ABC and the network which aired Law of the Plainsman, is the other major broadcaster based in NY?",I don't know.,"February 7, 2018",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__19639_90098_10557,No-RAG,3,3hop2,"What was the version of the language where the last name Sylvester originates, used in the era of the king that united the tribes in the 9th century, later called?",Old English,Medieval Latin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__43892_23308_28343,No-RAG,3,3hop2,When did the troops of the country blamed for the stagnation and failure of the Tripartite discussion leave the country that receives the most U.S. foreign aid?,I don't know.,February 1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__90098_60649_10557,No-RAG,3,3hop2,What was the language from which the last name Sylvester originates during the era of the Frankish king who formed the Holy Roman Empire later known as?,Latin,Medieval Latin,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__354480_834494_34099,No-RAG,3,3hop1,How long are the city council terms in the city that is in the same county as Eric Marcus Municipal Airport?,I don't know.,four-year,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__103890_10659_67187,No-RAG,3,3hop1,"Who was the first elected president of the country where, along with the nation where Ágnes Konkoly is from, many expelled French Jews relocated to?",I don't know.,Gabriel Narutowicz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__534450_831637_91775,No-RAG,3,3hop1,What does seal stand for in the division of the U.S. military branch that operates destroyer classes and the USS Chinquapin?,Seal stands for Naval Special Warfare.,"Sea, Air, and Land",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__90098_125104_10557,No-RAG,3,3hop2,"What was the form of the language that the last name Sylvester comes from, used in the era of Rotrude's father, later known as?",I don't know.,Medieval Latin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__603558_87694_124169,No-RAG,3,3hop1,"When was the end of the governorship where the head of Catholicism is, along with the basilica named after the saint who San Pietro in Ciel d'Oro is named for?",I don't know.,1952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__57233_11282_56883,No-RAG,3,3hop2,When was conscription introduced in country having Emus during the war setting The Things They Carried?,I don't know.,1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__9285_5188_63702,No-RAG,3,3hop1,"When did the country where the top-ranking Warsaw Pact operatives originated, despite its being headquartered in the nation known as the nobilities commonwealth, become allies with the US?",I don't know.,June 1941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__57233_105140_56883,No-RAG,3,3hop2,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",I don't know.,1964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__210639_147339_51423,No-RAG,3,3hop1,What is the name of the castle in the city where the creator of Scene in the Northwest: Portrait of John Henry Lefroy died?,I don't know.,Casa Loma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__90327_78276_68042,No-RAG,3,3hop1,When did the majority party in the body which approves members of the American Cabinet gain control of the House?,I don't know.,the 2010 election,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__326964_7861_7713,No-RAG,3,3hop2,How long had the city containing some of the finest and oldest museums in China been the capitol city of Yaxing Coach's headquarters location?,I don't know.,about 400 years,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__161507_160713_77246,No-RAG,3,3hop1,What is the meaning of the word that is also a majority religion in the area that became India when the country where Masherbrum is located was created in the Arabic dictionary?,I don't know.,the country of India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__87184_90327_76291,No-RAG,3,3hop2,When did the majority party in the House of Representatives gain control of the body which approves members of the Cabinet?,I don't know.,January 2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__104237_214799_259594,No-RAG,3,3hop1,What is the abbreviated form of the name of the country where Alfred Kurella hails from?,I don't know.,GDR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__208108_547811_41132,No-RAG,3,3hop1,How many times did plague occur in the birthplace of La Silvia's composer?,I don't know.,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__128516_30587_83479,No-RAG,3,3hop1,What was Germany's main goal in the battle of the ocean adjacent to the US city having WEDR?,I don't know.,to stem the flow of merchant shipping that enabled Britain to keep fighting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop2__132957_379231_40768,No-RAG,3,3hop2,"When did Nissan, the Acura Legend maker and the Scion xD manufacturer open US assembly plants?",I don't know.,1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__617062_127905_86588,No-RAG,3,3hop1,What is the longest home run in the history of the league that Jim Wilson's team is a part of?,I don't know.,582 feet (177 m),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__742464_15840_36014,No-RAG,3,3hop1,What was Nintendo's limit on games per developer per year on the platform of Robodemons?,I don't know.,five,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__30240_740597_41132,No-RAG,3,3hop1,How many times did plague occur in the birthplace of the person who used the spice route that the Ottoman Empire controlled?,I don't know.,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__374018_160713_77246,No-RAG,3,3hop1,What is the meaning of the word that is also the majority religion in India when the country where Dubbi is located was created in the Arabic dictionary?,I don't know.,the country of India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__465684_160545_60577,No-RAG,3,3hop1,Where did they film The Beach in the country where Bodindecha died?,I don't know.,Ko Phi Phi Leh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
3hop1__92991_78276_68042,No-RAG,3,3hop1,When did the majority party in the body which determines the rules of the US House and US Senate gain control of the House?,"January 3, 2023",the 2010 election,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
